carat,cut,color,clarity,depth,table,x,y,z,price
0.92,Ideal,F,VS1,61.3,56.0,6.26,6.3,3.85,6360
1.01,Premium,H,VS2,61.5,59.0,6.49,6.48,3.99,5400
0.23,Premium,H,VVS2,59.2,61.0,4.04,4.0,2.38,500
0.46,Very Good,E,VS2,62.2,58.0,4.95,4.99,3.09,1243
1.5,Fair,H,I1,65.7,58.0,7.07,7.02,4.63,4939
0.3,Ideal,H,VVS2,61.1,55.0,4.36,4.32,2.65,776
1.34,Premium,G,SI2,61.7,58.0,7.04,7.1,4.36,6464
0.93,Premium,G,VS2,62.2,59.0,6.21,6.26,3.88,4834
0.7,Ideal,F,SI1,61.7,58.0,5.67,5.7,3.51,2662
1.01,Ideal,G,VS2,59.8,61.0,6.51,6.54,3.9,6132
0.7,Fair,G,SI2,69.3,60.0,5.41,5.35,3.72,1420
1.61,Premium,H,SI1,62.8,58.0,7.47,7.4,4.67,7754
0.3,Ideal,D,VS2,60.9,57.0,4.34,4.36,2.65,857
0.41,Very Good,H,SI1,60.0,61.0,4.77,4.83,2.88,683
0.71,Premium,D,SI1,61.6,60.0,5.74,5.69,3.52,2797
0.26,Very Good,F,VS1,59.5,58.0,4.18,4.23,2.5,453
0.33,Very Good,F,VVS1,60.1,56.0,4.53,4.56,2.73,841
1.0,Premium,D,SI2,62.0,60.0,6.38,6.3,3.93,3634
2.01,Premium,I,SI2,62.6,56.0,8.1,8.0,5.04,13833
1.12,Ideal,E,VVS1,61.5,56.0,6.7,6.76,4.13,14407
0.3,Ideal,F,IF,61.9,57.0,4.29,4.33,2.67,886
0.51,Very Good,H,VS1,60.7,56.0,5.18,5.21,3.16,1628
0.35,Premium,E,VVS1,63.0,59.0,4.48,4.44,2.81,1071
1.54,Premium,F,SI2,61.1,58.0,7.47,7.36,4.53,9055
0.58,Premium,F,SI2,63.0,56.0,5.34,5.26,3.34,1226
1.02,Premium,F,SI2,62.5,57.0,6.47,6.43,4.03,4570
1.5,Good,E,VVS2,64.3,58.0,7.2,7.13,4.61,17449
0.92,Very Good,D,SI1,62.9,56.0,6.18,6.22,3.9,4676
1.0,Premium,F,SI1,59.4,62.0,6.55,6.52,3.88,3881
0.71,Very Good,I,SI1,61.9,58.0,5.66,5.69,3.51,1898
1.05,Very Good,H,VS2,63.2,58.0,6.46,6.39,4.06,5292
0.41,Premium,E,SI1,60.4,59.0,4.8,4.75,2.88,775
0.5,Very Good,D,VS2,63.4,58.0,5.04,5.06,3.2,1646
0.54,Premium,G,SI2,61.4,59.0,5.24,5.21,3.21,1195
1.11,Premium,E,SI2,62.5,58.0,6.63,6.61,4.14,4664
0.39,Ideal,E,VVS1,60.4,56.0,4.76,4.78,2.88,1179
0.42,Good,D,SI1,63.3,58.0,4.73,4.75,3.0,735
1.01,Fair,G,SI1,65.3,58.0,6.14,6.2,4.03,4417
1.2,Ideal,H,VS2,62.2,55.0,6.76,6.85,4.23,6956
1.0,Premium,G,VS2,61.6,58.0,6.39,6.43,3.95,5940
0.3,Ideal,G,VS1,59.9,56.0,4.37,4.41,2.63,605
0.29,Ideal,H,VS1,62.4,54.0,4.23,4.26,2.65,464
0.31,Premium,D,SI2,62.1,59.0,4.35,4.31,2.69,593
0.31,Very Good,G,VS1,60.5,57.0,4.39,4.42,2.67,640
1.27,Fair,H,SI2,65.2,54.0,6.78,6.71,4.41,5334
1.07,Premium,D,VS2,62.4,57.0,6.59,6.51,4.09,7550
1.07,Ideal,E,VVS2,61.7,57.0,6.61,6.55,4.06,10288
0.56,Very Good,D,VS1,60.8,60.0,5.32,5.34,3.24,2188
0.8,Very Good,H,SI1,63.0,57.0,5.89,5.95,3.73,3005
1.72,Ideal,J,SI1,62.0,57.0,7.66,7.62,4.74,8688
0.59,Ideal,G,VVS2,61.0,57.0,5.41,5.44,3.31,2024
0.35,Ideal,D,VS2,61.9,55.0,4.5,4.54,2.8,829
0.3,Very Good,D,VS2,62.8,57.0,4.29,4.31,2.7,710
0.55,Ideal,H,VS1,61.2,56.0,5.26,5.3,3.23,1686
1.07,Premium,E,SI2,62.9,59.0,6.55,6.46,4.09,5033
0.81,Ideal,E,SI2,62.1,57.0,5.97,5.91,3.69,3050
0.54,Ideal,G,VVS1,61.6,55.0,5.22,5.24,3.22,2041
1.28,Ideal,G,SI2,61.4,57.0,6.99,6.96,4.28,5995
1.51,Premium,G,SI1,60.4,58.0,7.46,7.38,4.48,10655
0.32,Ideal,D,VVS2,61.3,55.8,4.43,4.44,2.71,1048
0.24,Very Good,F,VS1,62.5,58.0,3.95,3.96,2.47,419
0.25,Very Good,F,VVS1,60.7,59.0,4.07,4.1,2.48,576
0.91,Very Good,G,SI1,63.0,57.0,6.14,6.2,3.89,3830
1.0,Ideal,F,SI1,63.0,56.0,6.41,6.38,4.03,5656
0.44,Ideal,G,SI1,62.7,57.0,4.85,4.82,3.03,990
0.31,Ideal,G,SI2,61.6,55.6,4.34,4.37,2.69,429
0.27,Ideal,H,VS1,62.2,55.0,4.15,4.18,2.59,500
0.32,Premium,F,SI1,62.7,57.0,4.4,4.37,2.75,684
1.0,Premium,F,VS2,62.8,55.0,6.38,6.35,4.0,5864
1.05,Premium,E,SI2,60.3,61.0,6.62,6.57,3.98,5400
1.11,Ideal,H,SI1,61.6,56.0,6.69,6.73,4.07,5854
0.34,Good,F,IF,59.0,61.0,4.59,4.63,2.72,917
1.2,Very Good,G,SI1,61.9,58.0,6.74,6.79,4.19,7372
0.44,Ideal,G,IF,61.6,55.0,4.9,4.93,3.03,2506
0.54,Very Good,G,SI1,60.3,57.0,5.24,5.4,3.21,1292
1.01,Good,H,VS2,64.4,58.0,6.18,6.24,4.0,5331
1.21,Fair,I,I1,65.0,58.0,6.65,6.59,4.3,2396
0.49,Ideal,H,SI1,59.9,56.0,5.15,5.18,3.1,1102
0.41,Premium,F,VS2,62.4,56.0,4.77,4.75,2.97,1107
0.51,Premium,F,VS1,60.7,59.0,5.11,5.13,3.11,1627
1.05,Very Good,F,VS2,62.8,57.0,6.45,6.48,4.06,6808
1.02,Premium,D,VS2,61.5,58.0,6.51,6.44,3.98,7485
0.33,Ideal,D,VS1,61.1,57.0,4.46,4.48,2.73,727
1.0,Fair,F,SI1,68.7,55.0,6.06,5.88,4.11,3387
0.71,Premium,J,SI1,61.0,61.0,5.71,5.66,3.47,1853
0.99,Very Good,F,SI1,62.5,58.0,6.36,6.38,3.98,5112
2.04,Very Good,J,SI2,63.4,55.0,8.07,8.04,5.11,9482
0.5,Good,E,SI1,64.2,59.0,5.03,4.97,3.21,1155
1.51,Ideal,H,SI1,62.3,56.0,7.29,7.34,4.56,9218
0.32,Ideal,I,VS2,63.0,57.0,4.37,4.33,2.74,576
0.9,Good,E,SI2,59.9,61.0,6.16,6.2,3.7,3660
0.33,Premium,F,VS2,60.0,60.0,4.49,4.45,2.68,740
1.2,Ideal,I,SI2,60.5,58.0,6.92,6.83,4.16,5050
1.01,Very Good,G,SI1,63.5,60.0,6.33,6.3,4.01,4672
2.11,Very Good,I,VS2,60.3,60.5,8.22,8.29,4.98,16363
0.7,Fair,G,VVS1,58.8,66.0,5.81,5.9,3.44,2797
1.51,Very Good,F,VS2,62.5,58.0,7.22,7.33,4.55,14165
1.07,Very Good,E,SI2,60.5,61.0,6.55,6.61,3.98,4609
0.54,Ideal,I,SI1,61.7,56.0,5.25,5.29,3.25,1114
2.14,Ideal,G,SI2,62.9,56.0,8.18,8.14,5.13,14359
0.41,Ideal,F,SI1,61.6,57.0,4.8,4.78,2.95,904
1.14,Premium,G,SI2,61.1,59.0,6.77,6.72,4.12,4688
0.52,Very Good,E,VS2,59.2,59.0,5.23,5.27,3.11,1601
0.38,Very Good,E,VS2,60.5,58.0,4.66,4.7,2.83,866
2.01,Ideal,D,SI2,62.1,56.0,8.02,8.11,5.01,18674
1.24,Very Good,E,VS1,59.9,61.0,6.96,6.99,4.18,10202
0.52,Ideal,G,VVS2,61.6,56.0,5.15,5.18,3.18,1784
0.53,Fair,F,VS2,65.5,58.0,5.09,5.03,3.31,1402
1.54,Premium,G,SI1,63.0,59.0,7.31,7.26,4.59,8176
1.21,Premium,I,SI2,59.9,58.0,6.94,6.91,4.15,4879
0.32,Ideal,G,SI1,61.4,57.0,4.41,4.38,2.7,612
1.96,Premium,H,SI2,60.4,62.0,7.96,7.9,4.79,9769
1.0,Premium,F,SI2,61.5,59.0,6.47,6.44,3.97,4144
0.71,Very Good,D,SI1,61.0,58.0,5.71,5.87,3.53,2683
0.42,Ideal,G,VVS2,60.6,56.0,4.86,4.88,2.95,933
0.9,Premium,G,VS2,59.0,58.0,6.29,6.25,3.7,3841
0.7,Very Good,E,SI1,62.5,59.0,5.66,5.7,3.55,2617
0.61,Very Good,E,VS1,61.1,58.0,5.47,5.52,3.36,2243
0.3,Ideal,F,VS1,62.6,57.0,4.34,4.29,2.7,731
1.1,Premium,G,VS2,59.4,60.0,6.78,6.72,4.01,7022
0.41,Premium,E,VS1,59.9,58.0,4.88,4.83,2.91,1153
1.01,Very Good,F,VS2,62.3,59.0,6.37,6.41,3.98,6770
0.4,Ideal,E,VS2,62.6,57.0,4.7,4.68,2.93,1038
0.72,Ideal,H,SI2,61.8,55.0,5.79,5.76,3.57,1814
0.41,Ideal,G,VVS1,62.1,55.0,4.74,4.79,2.96,1151
0.4,Ideal,E,SI2,61.3,56.0,4.75,4.78,2.92,629
0.54,Ideal,D,SI1,62.6,55.0,5.19,5.23,3.26,1595
0.72,Ideal,F,VS1,61.5,56.0,5.74,5.77,3.53,3759
0.61,Premium,I,VS1,60.0,61.0,5.53,5.5,3.31,1614
0.54,Ideal,F,VS2,62.3,56.0,5.17,5.2,3.23,1662
1.19,Ideal,G,VVS2,60.9,53.0,6.88,6.92,4.2,9403
0.4,Good,F,SI1,63.6,59.0,4.64,4.67,2.96,678
1.0,Good,F,SI2,63.7,57.0,6.32,6.36,4.04,3906
1.71,Premium,I,SI1,60.2,58.0,7.79,7.75,4.68,11104
0.5,Very Good,G,VVS1,59.6,63.0,5.16,5.11,3.06,1987
0.32,Ideal,G,IF,61.8,55.0,4.42,4.45,2.74,918
0.54,Ideal,F,VS1,61.5,55.0,5.26,5.27,3.24,2202
0.9,Good,F,SI1,63.1,58.0,6.12,6.18,3.88,3950
1.0,Very Good,E,SI2,62.6,58.0,6.33,6.39,3.98,4426
0.32,Good,H,SI1,63.1,54.0,4.36,4.42,2.77,449
0.43,Ideal,G,SI1,61.7,55.0,4.89,4.87,3.01,818
0.7,Good,D,SI2,63.6,62.0,5.61,5.55,3.55,2247
0.42,Good,F,SI1,63.6,57.0,4.7,4.76,3.01,722
1.07,Fair,G,SI2,66.8,57.0,6.34,6.26,4.21,3545
0.71,Premium,I,VVS1,62.0,58.0,5.65,5.7,3.52,2549
0.7,Very Good,F,VS2,62.2,56.0,5.67,5.75,3.55,2325
1.22,Premium,F,SI1,62.5,59.0,6.78,6.83,4.25,6932
0.35,Ideal,F,VVS1,60.6,56.0,4.58,4.59,2.78,994
1.22,Ideal,G,IF,61.7,56.0,6.87,6.91,4.25,11111
0.3,Ideal,F,IF,60.0,59.0,4.37,4.39,2.63,873
1.19,Ideal,G,VS1,62.4,54.0,6.78,6.81,4.24,9918
1.26,Premium,I,VS2,62.4,58.0,6.88,6.94,4.31,6023
1.03,Very Good,H,SI1,58.6,61.0,6.6,6.64,3.88,4326
1.2,Very Good,H,SI1,60.8,58.0,6.8,6.85,4.15,6077
0.77,Ideal,E,SI2,62.3,57.0,5.88,5.91,3.67,2689
1.0,Ideal,E,SI2,60.7,55.0,6.39,6.33,3.86,4077
0.3,Premium,G,VS1,61.7,60.0,4.28,4.24,2.63,776
1.22,Premium,F,SI2,62.5,57.0,6.78,6.73,4.22,5794
1.55,Ideal,D,SI1,61.7,57.0,7.47,7.43,4.59,9565
0.41,Ideal,D,VS1,61.2,57.0,4.77,4.81,2.93,1018
0.31,Ideal,G,VVS2,62.5,53.0,4.37,4.4,2.74,677
0.41,Ideal,E,SI1,61.8,56.0,4.77,4.78,2.95,705
1.62,Very Good,J,SI2,61.6,60.0,7.52,7.64,4.67,7072
0.71,Premium,D,VVS2,60.4,59.0,5.73,5.69,3.45,3877
0.35,Ideal,G,IF,61.1,56.0,4.54,4.59,2.79,1044
1.04,Premium,F,SI1,59.8,59.0,6.61,6.56,3.94,5284
1.21,Good,I,SI1,62.7,59.0,6.63,6.71,4.18,5252
1.0,Premium,E,VS2,62.7,59.0,6.31,6.38,3.98,6600
0.31,Premium,J,SI1,59.4,62.0,4.43,4.39,2.62,453
1.01,Ideal,F,SI2,60.0,57.0,6.55,6.51,3.92,4796
1.5,Good,I,SI1,64.3,55.0,7.24,7.19,4.64,8736
1.39,Ideal,G,IF,60.6,55.0,7.27,7.21,4.39,13061
0.29,Fair,F,SI1,55.8,60.0,4.48,4.41,2.48,1776
1.04,Ideal,J,SI1,60.8,57.0,6.54,6.59,3.99,4059
0.36,Ideal,D,SI1,61.2,57.0,4.59,4.63,2.82,663
0.3,Ideal,E,VS2,61.3,57.0,4.33,4.29,2.64,844
0.51,Ideal,F,VS1,61.7,55.0,5.13,5.17,3.18,1728
0.32,Premium,G,VS2,61.7,60.0,4.32,4.4,2.69,561
0.5,Fair,D,SI1,65.7,56.0,5.01,4.97,3.28,1323
0.74,Ideal,D,VS1,61.3,57.0,5.8,5.84,3.57,3812
0.3,Very Good,G,VVS1,62.8,55.0,4.28,4.31,2.7,635
1.2,Very Good,E,SI1,63.2,57.0,6.75,6.69,4.25,6373
0.35,Ideal,D,VS2,61.8,55.0,4.56,4.53,2.81,1063
0.9,Very Good,I,SI1,61.4,55.0,6.19,6.28,3.83,3271
0.41,Good,J,VS2,64.3,55.0,4.66,4.7,3.01,606
0.74,Very Good,G,VS1,60.9,59.0,5.9,5.86,3.58,3389
0.36,Ideal,E,VS2,60.8,56.0,4.64,4.6,2.81,1013
0.71,Premium,I,SI1,61.7,56.0,5.73,5.71,3.53,1774
1.02,Very Good,E,SI2,58.7,63.0,6.61,6.55,3.86,4414
0.41,Ideal,E,VS2,61.8,57.0,4.78,4.76,2.95,999
1.01,Good,F,SI1,63.7,57.0,6.4,6.35,4.06,4989
0.72,Good,F,SI1,63.4,58.0,5.66,5.69,3.6,2647
0.56,Ideal,E,VVS2,61.0,56.0,5.32,5.36,3.26,2404
0.34,Very Good,H,VS2,62.4,60.0,4.41,4.44,2.76,537
2.0,Ideal,F,SI2,62.6,57.0,8.08,8.01,5.04,18172
1.01,Premium,E,SI1,62.0,58.0,6.41,6.37,3.96,4853
0.31,Premium,E,VS2,60.3,58.0,4.42,4.37,2.65,872
0.71,Premium,F,VS2,62.1,58.0,5.67,5.7,3.53,2777
0.25,Premium,G,SI2,58.8,60.0,5.33,5.28,3.12,1186
1.2,Ideal,D,SI1,62.7,55.0,6.71,6.79,4.23,7761
1.52,Premium,E,VS1,62.4,55.0,7.41,7.33,4.6,16636
0.78,Very Good,H,VS1,61.9,57.1,5.87,5.95,3.66,2854
2.02,Ideal,J,VS1,61.8,57.0,8.06,8.13,5.0,16397
0.4,Premium,F,VS2,59.3,59.0,4.79,4.83,2.85,842
0.36,Premium,E,SI2,61.5,61.0,4.63,4.57,2.83,518
0.8,Fair,H,VS2,65.3,58.0,5.78,5.73,3.76,2686
2.16,Very Good,I,SI1,58.5,60.0,8.49,8.54,4.98,17772
1.12,Fair,G,VS1,64.8,56.0,6.48,6.52,4.21,5487
0.43,Premium,G,SI1,62.6,59.0,4.8,4.82,3.01,724
1.51,Very Good,H,VS2,63.2,57.0,7.18,7.32,4.58,10950
0.32,Ideal,G,VS1,62.8,54.0,4.41,4.38,2.76,828
0.5,Fair,H,VS2,62.4,69.0,5.07,4.99,3.14,1122
1.0,Premium,H,SI2,59.6,62.0,6.52,6.41,3.85,3640
0.32,Premium,G,VS1,60.6,60.0,4.4,4.44,2.68,645
2.11,Premium,G,SI2,61.4,62.0,8.25,8.21,5.05,13069
0.52,Ideal,E,SI2,62.9,56.0,5.12,5.08,3.21,1290
0.6,Ideal,D,SI1,62.3,57.0,5.42,5.37,3.36,1840
1.23,Fair,E,I1,67.4,56.0,6.76,6.56,4.49,3692
1.2,Ideal,G,VVS2,61.1,56.0,6.88,6.91,4.21,10454
0.3,Good,H,VVS2,63.4,57.0,4.21,4.24,2.68,605
0.71,Ideal,I,VS1,61.3,57.0,5.73,5.75,3.51,2525
1.01,Good,E,SI2,63.9,58.0,6.37,6.31,4.05,3611
1.53,Very Good,G,VS1,60.3,59.0,7.52,7.58,4.55,13228
1.61,Very Good,J,SI1,61.7,60.0,7.45,7.5,4.61,7695
0.9,Very Good,H,SI2,59.5,63.0,6.31,6.26,3.74,3105
0.9,Ideal,I,VS1,61.6,56.0,6.22,6.16,3.81,3677
0.5,Fair,F,I1,68.3,58.0,4.91,4.78,3.32,627
0.37,Ideal,E,VS1,61.4,55.0,4.62,4.66,2.85,1087
0.51,Very Good,E,VS1,60.4,59.0,5.16,5.2,3.13,1697
0.31,Very Good,H,VS2,63.5,57.0,4.34,4.32,2.75,628
1.58,Very Good,J,SI1,61.6,57.0,7.47,7.54,4.62,8057
0.8,Ideal,E,SI2,60.8,56.0,6.02,6.01,3.66,2939
1.19,Very Good,I,SI1,63.2,58.0,6.82,6.7,4.27,4665
0.57,Ideal,F,VS2,61.6,56.0,5.34,5.37,3.3,1567
0.38,Ideal,D,VS2,63.0,54.0,4.61,4.66,2.92,929
0.75,Ideal,I,VS1,63.0,57.0,5.8,5.82,3.66,2613
0.4,Premium,F,VS1,61.4,58.0,4.73,4.75,2.91,982
0.7,Very Good,F,VVS2,62.6,59.0,5.6,5.64,3.52,2940
0.74,Ideal,E,SI1,61.6,54.0,5.82,5.9,3.61,2699
0.41,Ideal,E,VVS1,61.3,55.0,4.76,4.8,2.93,1367
0.33,Ideal,G,VS2,62.2,56.0,4.44,4.47,2.77,579
0.5,Fair,E,VS2,64.9,56.0,5.01,4.95,3.23,1397
0.56,Premium,E,SI2,62.6,59.0,5.2,5.24,3.27,1206
0.56,Very Good,E,VS2,61.8,56.0,5.28,5.31,3.27,1819
0.7,Very Good,F,VVS2,58.5,60.0,5.82,5.94,3.44,3028
0.27,Very Good,E,VVS1,60.0,58.0,4.21,4.22,2.53,544
1.0,Premium,H,SI1,61.2,62.0,6.36,6.32,3.88,4469
0.77,Very Good,F,VVS2,63.5,59.0,5.77,5.72,3.65,3415
1.59,Premium,E,VS1,61.2,58.0,7.58,7.49,4.61,17552
0.91,Premium,E,VS2,62.3,58.0,6.21,6.15,3.85,5055
0.7,Good,H,VVS2,58.9,61.5,5.77,5.84,3.42,2699
0.34,Ideal,E,VS1,60.3,57.0,4.52,4.54,2.73,875
0.9,Good,E,SI1,64.3,62.0,6.0,6.07,3.88,3400
0.72,Premium,J,SI1,62.0,58.0,5.77,5.74,3.57,1879
0.73,Ideal,E,SI1,62.2,56.0,5.76,5.79,3.59,3038
1.16,Premium,G,VS2,59.9,60.0,6.85,6.88,4.11,7074
1.21,Very Good,G,SI1,61.2,58.0,6.84,6.91,4.21,6549
0.55,Ideal,I,VS2,58.5,62.0,5.4,5.39,3.16,1327
0.91,Fair,D,SI1,65.2,57.0,6.08,6.04,3.95,3730
1.5,Good,J,SI1,64.5,56.0,7.09,7.18,4.6,6523
0.32,Premium,G,VS2,62.6,59.0,4.36,4.33,2.72,720
0.4,Very Good,F,VVS2,63.0,57.0,4.63,4.7,2.94,963
0.3,Premium,J,VS1,62.7,59.0,4.28,4.24,2.67,506
0.36,Very Good,G,SI2,61.9,56.0,4.55,4.59,2.83,473
2.01,Good,G,SI1,60.8,61.0,7.99,8.09,4.89,18077
0.56,Ideal,D,VS2,62.7,57.0,5.25,5.28,3.3,1753
0.41,Premium,H,SI1,61.8,59.0,4.81,4.77,2.96,984
0.35,Premium,E,IF,59.0,61.0,4.64,4.62,2.73,1148
1.08,Ideal,E,VVS1,61.7,55.0,6.6,6.63,4.08,14032
0.5,Ideal,F,SI2,60.5,56.0,5.17,5.19,3.14,1118
1.22,Premium,G,VS2,61.1,56.0,6.94,6.85,4.21,8062
0.37,Premium,G,SI1,60.0,57.0,4.7,4.67,2.81,708
0.7,Premium,J,SI1,61.3,59.0,5.75,5.73,3.52,1827
1.2,Ideal,H,SI2,62.7,55.0,6.74,6.69,4.21,5578
1.21,Ideal,F,VS1,59.7,57.0,6.94,6.92,4.14,9335
1.29,Ideal,H,SI2,61.6,54.0,7.0,7.02,4.32,6300
0.43,Ideal,F,SI1,62.5,56.0,4.82,4.84,3.02,760
0.34,Good,H,VS1,63.1,57.0,4.4,4.44,2.79,596
0.53,Very Good,F,SI1,62.9,57.0,5.15,5.18,3.25,1268
1.0,Good,F,VS2,63.1,56.0,6.27,6.31,3.97,5420
1.12,Premium,G,VS2,60.7,53.0,6.81,6.7,4.1,6774
0.31,Ideal,E,VVS1,61.7,56.0,4.36,4.33,2.68,988
0.53,Ideal,G,SI1,62.7,55.0,5.15,5.19,3.24,1308
0.64,Ideal,D,VS2,60.7,59.0,5.58,5.62,3.4,2224
0.51,Very Good,F,VS1,62.4,59.0,5.04,5.09,3.16,1697
0.6,Ideal,F,VS1,61.9,55.0,5.4,5.42,3.35,2201
0.35,Premium,E,VS2,60.4,60.0,4.55,4.52,2.74,984
0.32,Ideal,E,VS2,62.2,55.0,4.37,4.38,2.72,702
2.22,Very Good,J,SI2,62.8,57.0,8.29,8.33,5.22,13579
1.14,Premium,G,SI1,62.7,58.0,6.68,6.63,4.17,5424
1.03,Ideal,H,SI1,59.7,55.0,6.6,6.64,3.95,4585
0.43,Very Good,G,IF,62.7,58.0,4.8,4.84,3.02,1286
0.34,Ideal,D,VS2,61.6,55.0,4.48,4.54,2.78,687
0.35,Premium,E,SI1,61.1,59.0,4.56,4.5,2.77,788
0.25,Very Good,G,VVS1,61.4,56.0,4.04,4.07,2.49,525
0.71,Ideal,E,SI1,62.8,53.0,5.67,5.7,3.57,2612
0.37,Ideal,F,VS1,61.0,55.0,4.66,4.69,2.85,703
1.01,Very Good,G,VS2,61.6,58.0,6.4,6.45,3.96,5919
1.03,Ideal,G,VS1,62.0,57.0,6.45,6.48,4.0,7119
0.51,Premium,E,SI2,59.5,60.0,5.25,5.17,3.1,1294
1.63,Ideal,F,I1,62.0,55.0,7.57,7.5,4.68,7229
0.7,Ideal,F,SI1,62.6,55.0,5.67,5.7,3.56,2410
0.41,Premium,F,VS1,58.6,61.0,4.87,4.83,2.84,1076
0.7,Very Good,H,SI1,61.0,58.0,5.67,5.7,3.47,2107
1.52,Premium,G,VS1,61.5,58.0,7.39,7.31,4.52,13207
0.71,Ideal,D,SI1,61.9,59.0,5.69,5.72,3.53,2764
0.42,Premium,E,SI1,61.6,59.0,4.85,4.83,2.98,992
0.91,Very Good,F,SI2,63.5,56.0,6.16,6.12,3.89,3496
0.31,Ideal,G,VS1,61.3,56.0,4.36,4.38,2.68,625
1.51,Premium,G,VS2,60.7,60.0,7.4,7.36,4.48,12551
1.2,Very Good,G,VS1,63.4,56.0,6.74,6.7,4.26,8596
0.33,Ideal,H,VVS2,61.9,57.0,4.44,4.41,2.74,854
0.52,Ideal,H,VS2,61.7,54.0,5.18,5.22,3.21,1238
1.24,Good,H,SI1,62.0,65.0,6.88,6.84,4.25,5146
0.9,Premium,G,VS2,60.8,56.0,6.19,6.14,3.75,4137
1.09,Ideal,D,SI2,62.1,56.0,6.56,6.59,4.08,5164
1.07,Ideal,F,SI1,61.9,56.0,6.55,6.61,4.07,5264
0.92,Very Good,F,SI1,63.8,56.0,6.12,6.17,3.92,3920
0.39,Ideal,G,VVS2,60.6,57.0,4.72,4.75,2.87,902
1.09,Ideal,J,VS2,61.3,57.0,6.63,6.61,4.06,4131
0.8,Very Good,H,SI2,62.7,57.0,5.88,5.95,3.71,2294
0.96,Fair,E,SI2,57.7,67.0,6.49,6.46,3.73,3674
0.31,Ideal,F,VS2,60.8,57.0,4.38,4.41,2.67,583
0.47,Fair,I,VS2,57.1,61.0,5.11,5.15,2.93,919
0.31,Ideal,D,VS2,62.5,56.0,4.32,4.29,2.69,942
1.07,Ideal,H,SI1,62.1,56.0,6.53,6.58,4.07,5498
1.01,Very Good,I,VS2,60.9,59.0,6.42,6.45,3.92,5067
0.31,Premium,G,VVS1,62.1,59.0,4.35,4.32,2.69,1046
0.38,Premium,G,SI1,60.0,60.0,4.65,4.72,2.81,666
0.32,Premium,H,VS1,61.3,60.0,4.38,4.33,2.67,720
1.5,Good,F,VS2,58.6,64.0,7.52,7.46,4.39,13160
0.33,Ideal,I,IF,61.1,56.0,4.45,4.49,2.73,675
0.8,Very Good,J,SI1,61.6,56.0,5.94,5.98,3.67,2224
1.32,Premium,H,SI2,59.4,54.0,7.21,7.09,4.25,4879
0.32,Ideal,D,SI1,60.9,56.0,4.43,4.4,2.69,756
0.51,Ideal,E,SI1,62.7,55.0,5.07,5.1,3.19,1438
1.3,Premium,J,SI1,61.8,59.0,6.99,6.95,4.31,5438
0.43,Fair,E,VS2,60.5,59.0,4.92,4.9,2.97,1107
1.16,Good,F,SI2,63.7,63.0,6.55,6.63,4.2,4395
2.01,Premium,H,SI1,60.9,59.0,8.15,8.04,4.93,16733
0.7,Very Good,G,VS1,59.3,62.0,5.74,5.8,3.42,2473
1.58,Premium,G,VS1,62.4,60.0,7.46,7.38,4.63,14451
0.61,Very Good,H,VVS2,60.5,57.0,5.52,5.54,3.35,1970
0.3,Very Good,G,VVS1,62.4,57.0,4.27,4.29,2.67,789
0.7,Good,F,VS2,62.6,61.0,5.56,5.62,3.5,2591
1.07,Premium,D,SI2,62.6,61.0,6.49,6.42,4.04,4949
0.91,Very Good,H,VS2,63.1,56.0,6.2,6.13,3.89,3567
1.0,Premium,F,VS2,61.9,59.0,6.41,6.36,3.95,6640
0.42,Very Good,F,VVS1,63.0,59.0,4.75,4.81,3.01,1154
1.0,Very Good,F,SI2,63.4,58.0,6.31,6.25,3.98,4036
0.24,Very Good,E,VVS1,63.1,55.0,3.96,4.0,2.51,485
0.4,Ideal,E,SI1,63.2,56.0,4.66,4.71,2.96,684
1.21,Ideal,F,VS2,62.6,55.0,6.81,6.74,4.24,6261
0.91,Premium,E,SI1,62.2,58.0,6.29,6.18,3.86,3665
1.0,Premium,H,SI2,61.2,59.0,6.38,6.42,3.92,3850
0.73,Very Good,I,VS1,62.4,56.0,5.72,5.76,3.58,2288
1.1,Premium,I,SI2,62.4,59.0,6.55,6.51,4.08,3696
0.3,Ideal,E,VS2,62.1,55.0,4.32,4.35,2.69,658
1.22,Ideal,I,SI1,62.3,57.0,6.77,6.87,4.25,5233
0.92,Ideal,J,SI1,61.7,57.0,6.21,6.26,3.85,3181
0.57,Very Good,J,SI1,60.6,61.0,5.36,5.4,3.26,1037
1.16,Premium,D,SI2,62.5,60.0,6.7,6.64,4.17,5136
0.95,Ideal,E,VS1,61.5,57.0,6.28,6.3,3.87,5983
0.7,Very Good,F,SI2,59.6,61.0,5.8,5.88,3.48,2039
0.51,Fair,F,SI1,65.2,57.0,5.03,5.09,3.3,1193
0.41,Ideal,G,VVS1,60.2,57.0,4.8,4.83,2.9,1076
0.38,Ideal,F,VS1,61.1,56.0,4.7,4.65,2.86,1004
1.01,Very Good,H,SI2,63.4,55.0,6.35,6.29,4.01,3959
1.01,Ideal,H,VS1,61.5,56.0,6.48,6.43,3.97,4779
1.2,Premium,H,SI2,62.1,57.0,6.84,6.69,4.21,3965
1.39,Ideal,J,VS2,60.9,57.0,7.2,7.25,4.4,6831
0.35,Very Good,D,VVS2,60.0,58.0,4.57,4.59,2.75,835
0.52,Fair,G,IF,65.5,55.0,4.98,5.06,3.29,1849
0.71,Ideal,H,VS1,62.8,57.0,5.65,5.72,3.57,2685
